, article, url,title
10,Wednesday’s deployment used military helicopters and naval vessels to deliver water food and fuel to areas that have been completely cut off by the fires in the states of New South Wales and Victoria. An estimated 4000 people in the Victorian coastal town of Mallacoota fled to the seashore on Tuesday after winds pushed wildfires toward their homes. The Australian Defence Force is sending navy ships to Mallacoota on a supply mission that is expected to last two weeks Victoria Emergency Commissioner Andrew Crisp told local media. He said firefighters would be flown into the area via helicopter since the roads are no longer accessible. The massive bushfires have destroyed more than four million hectares (10 million acres). High winds and extreme heat have sparked new blazes almost daily. The fires have claimed 12 lives since the beginning of October. Australian government officials have called for assistance from the US and Canada to help contain the fires. Like this story? Share it with a friend!  , https://www.rt.com/news/477249-australian-wildfires-military-rescue/,None
11,"Dozens of protesters who'd camped overnight outside the gates of the embassy were attacked with tear gas by security personnel reportedly after the demonstrators drew closer to the building. Purported footage of Wednesday’s clashes shows protesters shouting and throwing objects toward the compound walls as thick smoke fills the air. Several bright flashes – likely from tear gas canisters being fired – can also be seen. The crowd also reportedly set multiple US flags on fire. Several protesters were wounded and were brought away in ambulances according to AFP. The skirmish comes a day after thousands of Iraqis marched on the compound to protest against US airstrikes that had targeted several Hezbollah positions. The demonstrators were able to pass through several checkpoints in the high-security Green Zone setting fires and destroying surveillance cameras. In response to the attack US Defense Secretary Mark Esper said around 750 troops were ready to deploy to the region over the next several days. President Donald Trump has blamed Iran for the turmoil and warned that Tehran would pay dearly if any US personnel were injured or killed by the demonstrators. Iran pushed back at the accusation noting that Washington had the “audacity” to blame the Islamic Republic for protests in Iraq. US airstrikes hit five Kataib Hezbollah targets in Iraq and Syria last week in retaliation for an attack on a US coalition base near Kirkuk. Washington blamed that attack on the Iran-allied militia but Tehran has denied any involvement calling the subsequent  US strikes an act of ""terrorism."" Like this story? Share it with a friend!  ", https://www.rt.com/news/477250-us-troops-fire-tear-gas/,None
12,The US will deploy 750 troops to Iraq after hundreds of protesters tried to storm its embassy in Baghdad. A new decade is upon us. We look at how cities across the world have been seeing-in 2020. Months of violent protest don't let up for New Year in Hong Kong where riot police have fired tear gas at anti-Beijing activists. , https://www.rt.com/shows/news/477259-rtnews-january-01-12msk/,None
13,On the heels of the siege on Tuesday of the US diplomatic mission in Baghdad President Trump fired off a series of inflammatory tweets vowing to hold Iran “fully responsible for lives lost or damage incurred at any of our facilities.” Shortly thereafter he took a different tone saying he doesn’t see a war with Iran coming. But the initial escapade didn’t go unnoticed in Tehran with Ali Khamenei returning the verbal attack by “that guy.” The Supreme Leader stated that “you can’t do anything” before referring Trump to recent US invasions of countries bordering Iran. Khamenei has also taken aim at the US sorties which killed 25 members of Kataib Hezbollah – the Iraqi Shia militia that forms part of pro-Iranian Popular Mobilization Units (PMU) – last weekend. “Look at what the US is doing in Iraq and Syria. They’re taking revenge on Hashd al-Sha’bi for defeating ISIS [Islamic State]” he said in a tweet using an Arabic term for PMU. The strikes carried out without approval from Iraq sparked fury among its citizens with crowds sneaking into the heavily-guarded Green Zone and amassing outside the US Embassy on Tuesday. Many were shouting “Death to America!” and “Down with USA!” before trying to breach the compound. The US Ambassador and senior staff were moved to safety but the Pentagon swiftly sent 750 troops to Iraq in order to reinforce security in and around the mission. On Wednesday morning numerous protesters who'd camped overnight outside the main gates tried to come closer again hurling stones at the building. Embassy guards fired tear gas in response wounding several people. Like this story? Share it with a friend! Subscribe to RT newsletter to get stories the mainstream media won’t tell you.  , https://www.rt.com/news/477260-ayatollah-trump-threat-baghdad/,None
14,Anti-Beijing activists stage a huge protest in Hong Kong on New Year's Day after a night marred by clashes with riot police. US forces reportedly use tear gas to disperse protesters outside the American embassy in Baghdad a day after a crowd tried to storm and torch it. It comes as Washington sends more troops to Iraq in response to Tuesday's attack on the compound. Ukrainian former riot police released from jail in the prisoner swap between Kiev and the self-proclaimed Donetsk and Lugansk Republics reveal information contradicting the official version of the 2014 Maidan sniper shootings in Kiev where more than 50 people lost their lives.  , https://www.rt.com/shows/news/477261-rtnews-january-01-17msk/,None
15,Will Donald Trump keep on winning will Emmanuel Macron join the Yellow Vests and will Greta Iceberg hire an armored bear and invade the UN? And will it turn out that Jeffrey Epstein did kill himself after all? Here’s ICYMI’s Rite On with his predictions for the year ahead. For more follow #ICYMI on Facebook Twitter Instagram and YouTube. , https://www.rt.com/news/477263-icymi-rite-on-2020-predictions-trump-macron-greta/,None
16,Police have not disclosed how many cars were torched but a source told AFP that the figure was larger than the previous year. A number of arrests and some minor injuries have also been reported. The footage circulating on social media appear to show vehicles many of them overturned on fire in the streets of Strasbourg. One clip shows a car passing by a series of torched vehicles along the road – an eerie sight to behold on what is typically a joyous evening of champagne-fueled celebration.  Riot police can be seen dodging between flame-engulfed cars as they attempt to restore order to the city. The burning of vehicles is an unfortunate New Year’s tradition in some parts of France. According to local media 1031 vehicles were set alight nationwide on the night of December 31 2018 compared to 935 on the previous New Year's Eve.  , https://www.rt.com/news/477267-strasbourg-cars-fire-new-years-france/,None
17,"Krefeld Zoo announced that it had suffered an “unfathomable tragedy” on New Year’s Eve after its monkey sanctuary “burned down to the foundation.” Fruit bats and birds were also killed in the accident according to media reports. The zoo initially reported no survivors but later confirmed that ""like a miracle"" two chimpanzees named Bally and Limbo had survived the devastating blaze. Five orangutans one chimpanzee and two gorillas along with other smaller monkey species died.  Luckily the zoo said a nearby exhibit – which houses a gorilla and his family – escaped unscathed. A Ruptly video shows firefighters rushing toward the building as flames engulf what remains of the structure. With the fire extinguished an emergency worker can be seen peering into the sanctuary’s charred remains perhaps in hopes of finding a furry survivor. It is not yet clear exactly what sparked the fire but witnesses reported seeing paper lanterns with lit flames (which are illegal in Germany) in the sky near the Krefeld zoo after midnight Gerd Hoppmann Krefeld's head of criminal police told reporters. The zoo thanked the public for the support it had received but said it was “still in shock” and “cannot yet say exactly if and where help is needed.” It added that for the moment help at the fire site is not possible because the house is ""at risk of collapse."" Like this story? Share it with a friend! ", https://www.rt.com/news/477269-monkeys-killed-fire-zoo-germany/,None
18,Deployed in the snowy Himalayan ridges of Kashmir a bunch of soldiers try their best to show off their team spirit. Standing atop a mountain their squad chanted some slogans before “wishing everybody a happy and a prosperous New Year.” Their brother-in-arms –serving tours of duty in the same region– staged a more sophisticated performance singing a patriotic song while also dancing in unison. In another video that surfaced on social media soldiers sing the praises of their country – also greeting the nation with the New Year. The Army’s Northern Command chose to be more serious uploading footage of troops flanking the national flag of India. All in all the service members could chill out somewhat during the New Year’s period passionately dancing to the authentic beats. Naturally the videos were received quite well by Indian twitterati who thanked them for their selfless service. “Heart goes out to their warm spirit in those punishing cold conditions” one woman wrote. Other comments were equally appreciative. Like this story? Share it with a friend!  , https://www.rt.com/news/477270-indian-soldiers-new-year-greetings/,None
19,In a new publication from Zero Waste Scotland entomophagy (the practice of humans eating insects) could be the future with the report suggesting that a change from cattle to critters could be lucrative and better for the environment. Dr William Clark ZWS’s bio-economy specialist says that insects would offer a sustainable way to produce more food using less resources: “Insect farms offer a reliable sustainable circular-economy solution to the protein gap. For although the world produces enough food for everyone more than a third of it goes to waste so people don’t get the protein they need.” With half a million tons of agricultural feedstock thrown away each year the report also adds that using just 10 percent of that for insect farming would produce almost six million pounds for the Scottish economy. For those wanting to start their own farm it’s good to note that in one year bugs produce about 100 times more protein from the same amount of space than you would get by farming sheep or cows and insects can also produce valuable by-products such as biodiesel bioplastics and organic fertilizers. But are eco warriors prepared to eat black soldier flies and field crickets in a quest to save the planet? While the food buzz around creepy critters has been around for a few years a company in Cape Town suggests you eat your food container too. Munchbowls are an eco-friendly green alternative to toxic wasteful plastic and polystyrene food containers. Made with biodegradable wheat they can be stored for up to 15 months and they are vegan too. Meanwhile environmentalists wanting the whole package in 2020 should take note of Avani a company based in Bali who have created an edible bag. Made from cassava root starch and other natural resins they break down within three to six months and can be dissolved or eaten. When that diet leads to inevitable suicidal thoughts why not finish off with a cannabis cookie for desert? The global market for both legal and illegal cannabis stands at $150 billion and 2020 is set to see that figure steadily grow. Spiros Malandrakis from market research company Euromonitor says the industry is just at its beginning: “I think in the next two to three years we will start seeing a vast number of other cannabinoids that are not yet under the limelight. There’s a million questions to be asked and we’re just scratching the surface.” With unlimited articles TV shows forums and celebrities now discussing the positive medical uses of cannabis it seems the negative reputation of weed-smoking grungy students is slowly morphing into being more socially accepted. Cannabis is also getting green - with new sustainable cultivation and manufacturing practices used by several companies in America. Manufacturers are now looking at environmentally friendly production methods in regards to irrigation and farming in the hope to appease plant-loving eco warriors. Whether enjoying an insectivorous diet or eating carrier bags will become a cultural phenomenon for the eco-conscious or not the roaring twenties will no doubt see many fads attempting to become mainstream. Let’s just hope they taste as good as the ideas themselves. Like this story? Share it with a friend! , https://www.rt.com/news/477273-eating-insects-save-environment/,None
20,Live footage from RT’s video agency Ruptly showed protesters with Hezbollah flags withdrawing en masse in their vehicles. Some lingered behind at the scene of the clashes where tear gas and stun grenades were reportedly fired again on Wednesday. By Wednesday evening however the US military stated that all had departed. Hordes of protesters descended on Baghdad’s American embassy – located inside the heavily fortified ‘Green Zone’ – on Tuesday. Incensed by Sunday’s US airstrikes against the Kataib Hezbollah militia the crowd lit fires and pelted the embassy with stones. A contingent of US Marines arrived on Tuesday night to bolster security. Kataib Hezbollah is an Iranian-backed Shi’ite militia allied with an umbrella group of similar militias known as the ‘Popular Mobilization Forces’ (PMF) who are supposed to be under the command of the Iraqi military. The PMF on Wednesday told the crowds at the embassy to withdraw claiming that their “message has been heard” and to allow the Iraqi government to “preserve the prestige of the state.” However the call to pull back was initially been ignored by a number of the protesters. While some stood down a faction of hardliners remained behind until Wednesday evening. The embassy said in a statment that evening that all consular operations have been suspended until further notice. Washington has blamed Iran for orchestrating the embassy riots and for directing militias like Kataib Hezbollah to attack its forces in Iraq. Tehran denies all responsibility with Iranian Supreme Leader Ayatollah Ali Khamenei telling Trump that “your crimes in Iraq Afghanistan… have made nations hate you.” With the embassy showdown turning into another proxy battle between Iran and the US Iraqi Prime Minister Adel Abdul Mahdi has sought to balance relations with both sides. The PM called the US airstrikes a “vicious assault that will have dangerous consequences” but warned protesters against any aggression towards foreign embassies. Like this story? Share it with a friend!  , https://www.rt.com/news/477276-protesters-leave-baghdad-embassy/,None
